裝置名稱,裝置編號,裝置位置,測量時間,溫度,溫度異常,濕度,濕度異常,溫度補償,濕度補償,電池電量
Dave,170436,機房,"01/15/2022, 17:50:19",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:50:19",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:50:08",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:50:08",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:49:58",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:49:58",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:49:47",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:49:47",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:49:37",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:49:37",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:49:26",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:49:26",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:49:15",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:49:15",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:49:05",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:49:05",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:48:54",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:48:54",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:48:43",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:48:43",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:48:33",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:48:33",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:48:22",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:48:22",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:48:12",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:48:12",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:48:01",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:48:01",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:47:50",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:47:50",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:47:40",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:47:40",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:47:29",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:47:29",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:47:19",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:47:19",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:47:08",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:47:08",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:46:57",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:46:57",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:46:47",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:46:47",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:46:36",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:46:36",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:46:26",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:46:26",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:46:15",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:46:15",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:46:05",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:46:04",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:45:54",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:45:54",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:45:43",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:45:43",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:45:33",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:45:33",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:45:22",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:45:22",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:45:12",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:45:12",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:45:01",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:45:01",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:44:50",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:44:50",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:44:40",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:44:40",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:44:29",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:44:29",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:44:19",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:44:18",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:44:08",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:44:08",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:43:57",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:43:57",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:43:47",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:43:47",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:43:36",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:43:36",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:43:26",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:43:26",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:43:15",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:43:15",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:43:04",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:43:04",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:42:54",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:42:53",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:42:41",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:42:41",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:42:30",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:42:30",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:42:20",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:42:20",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:42:09",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:42:09",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:41:58",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:41:58",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:41:48",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:41:48",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:41:37",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:41:37",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:41:27",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:41:26",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:41:16",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:41:16",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:41:05",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:41:05",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:40:55",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:40:55",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:40:44",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:40:44",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:40:34",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:40:33",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:40:23",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:40:23",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:40:12",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:40:12",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:40:01",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:40:01",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:39:50",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:39:50",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:39:39",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:39:39",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:39:29",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:39:29",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:39:18",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:39:18",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:39:08",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:39:08",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:38:57",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:38:57",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:38:46",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:38:46",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:38:36",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:38:36",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:38:25",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:38:25",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:38:15",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:38:15",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:38:04",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:38:04",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:37:53",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:37:53",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:37:41",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:37:41",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:37:30",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:37:30",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:37:20",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:37:20",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:37:09",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:37:09",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:36:58",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:36:58",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:36:48",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:36:48",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:36:37",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:36:37",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:36:26",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:36:26",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:36:16",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:36:16",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:36:05",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:36:05",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:35:55",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:35:55",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:35:44",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:35:44",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:35:33",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:35:33",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:35:23",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:35:23",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:35:12",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:35:12",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:35:02",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:35:01",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:34:51",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:34:51",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:34:40",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:34:40",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:34:30",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:34:30",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:34:19",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:34:19",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:34:09",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:34:09",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:33:58",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:33:58",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:33:47",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:33:47",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:33:37",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:33:37",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:33:26",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:33:26",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:33:16",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:33:16",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:33:05",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:33:05",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:32:54",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:32:54",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:32:44",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:32:44",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:32:33",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:32:33",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:32:23",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:32:22",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:32:12",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:32:12",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:32:01",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:32:01",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:31:51",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:31:50",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:31:40",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:31:40",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:31:29",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:31:29",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:31:19",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:31:19",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:31:08",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:31:08",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:30:58",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:30:57",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:30:47",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:30:47",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:30:36",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:30:36",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:30:26",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:30:26",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:30:15",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:30:15",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:30:05",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:30:05",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:29:54",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:29:54",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:29:43",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:29:43",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:29:33",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:29:33",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:29:22",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:29:22",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:29:12",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:29:11",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:29:01",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:29:01",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:28:50",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:28:50",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:28:40",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:28:40",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:28:29",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:28:29",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:28:19",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:28:19",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:28:08",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:28:08",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:27:58",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:27:57",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:27:47",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:27:47",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:27:36",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:27:36",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:27:26",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:27:26",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:27:15",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:27:15",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:27:04",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:27:04",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:26:54",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:26:54",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:26:43",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:26:43",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:26:32",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:26:32",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:26:22",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:26:22",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:26:11",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:26:11",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:26:01",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:26:01",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:25:50",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:25:50",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:25:40",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:25:39",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:25:29",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:25:29",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:25:18",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:25:18",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:25:08",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:25:08",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:24:57",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:24:57",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:24:46",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:24:46",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:24:35",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:24:35",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:24:24",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:24:24",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:24:14",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:24:14",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:24:03",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:24:03",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:23:52",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:23:52",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:23:42",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:23:42",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:23:31",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:23:31",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:23:21",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:23:21",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:23:10",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:23:10",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:22:59",-255,異常,-255,異常,0,0,-1%
